id;about;length;visit;season;day;month;year;session;part;date;subject;groups;format;title;speaker
elementary_ordinary_differential_equations(session-24)-course-sharif-fotouhi-fall-1391;;;;;;;;24;-;;;elementary_ordinary_differential_equations-fall91;avi;;
elementary_ordinary_differential_equations(session-3)-course-sharif-fotouhi-fall-1391;;;;;;;;3;-;;;elementary_ordinary_differential_equations-fall91;avi;;
elementary_ordinary_differential_equations(session-4)-course-sharif-fotouhi-fall-1391;;;;;;;;4;-;;;elementary_ordinary_differential_equations-fall91;avi;;
algebraic_geometry_1(session-13-1)-course-sharif-jafari-spring-1392;;;;;;;;13;1;;;algebraic_geometry_1-spring92;avi;;
algebraic_geometry_1(session-13-2)-course-sharif-jafari-spring-1392;;;;;;;;13;2;;;algebraic_geometry_1-spring92;avi;;
algebraic_geometry_1(session-14-1)-course-sharif-jafari-spring-1392;;;;;;;;14;1;;;algebraic_geometry_1-spring92;avi;;
algebraic_geometry_1(session-14-2)-course-sharif-jafari-spring-1392;;;;;;;;14;2;;;algebraic_geometry_1-spring92;avi;;
algebraic_geometry_1(session-15)-course-sharif-jafari-spring-1392;;;;;;;;15;-;;;algebraic_geometry_1-spring92;avi;;
algebraic_geometry_1(session-16-1)-course-sharif-jafari-spring-1392;;;;;;;;16;1;;;algebraic_geometry_1-spring92;avi;;
algebraic_geometry_1(session-16-2)-course-sharif-jafari-spring-1392;;;;;;;;16;2;;;algebraic_geometry_1-spring92;avi;;
algebraic_geometry_1(session-18-1)-course-sharif-jafari-spring-1392;;;;;;;;18;1;;;algebraic_geometry_1-spring92;avi;;
algebraic_geometry_1(session-18-2)-course-sharif-jafari-spring-1392;;;;;;;;18;2;;;algebraic_geometry_1-spring92;avi;;
algebraic_geometry_1(session-2-1)-course-sharif-jafari-spring-1392;;;;;;;;2;1;;;algebraic_geometry_1-spring92;avi;;
algebraic_geometry_1(session-2-2)-course-sharif-jafari-spring-1392;;;;;;;;2;2;;;algebraic_geometry_1-spring92;avi;;
algebraic_geometry_1(session-3-1)-course-sharif-jafari-spring-1392;;;;;;;;3;1;;;algebraic_geometry_1-spring92;avi;;
algebraic_geometry_1(session-3-2)-course-sharif-jafari-spring-1392;;;;;;;;3;2;;;algebraic_geometry_1-spring92;avi;;
algebraic_geometry_1(session-4-1)-course-sharif-jafari-spring-1392;;;;;;;;4;1;;;algebraic_geometry_1-spring92;avi;;
advanced_topics_in_statistics(session-18)-course-sharif-alishahi-fall-1391;;;;;;;;18;-;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-19)-course-sharif-alishahi-fall-1391;;;;;;;;19;-;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-2-1)-course-sharif-alishahi-fall-1391;;;;;;;;2;1;;root;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-2-2)-course-sharif-alishahi-fall-1391;;;;;;;;2;2;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-20-1)-course-sharif-alishahi-fall-1391;;;;;;;;20;1;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-20-2)-course-sharif-alishahi-fall-1391;;;;;;;;20;2;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-21-1)-course-sharif-alishahi-fall-1391;;;;;;;;21;1;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-21-2)-course-sharif-alishahi-fall-1391;;;;;;;;21;2;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-21-3)-course-sharif-alishahi-fall-1391;;;;;;;;21;3;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-22)-course-sharif-alishahi-fall-1391;;;;;;;;22;-;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-3)-course-sharif-alishahi-fall-1391;;;;;;;;3;-;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-7)-course-sharif-alishahi-fall-1391;;;;;;;;7;-;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-8)-course-sharif-alishahi-fall-1391;;;;;;;;8;-;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-9)-course-sharif-alishahi-fall-1391;;;;;;;;9;-;;;advanced_topics_in_statistics-fall91;avi;;
combinatorics_and_applications(session-4-1)-course-sharif-jafari-fall-1391;;;;;;;;4;1;;;combinatorics_and_applications-fall91;avi;;
combinatorics_and_applications(session-4-2)-course-sharif-jafari-fall-1391;;;;;;;;4;2;;;combinatorics_and_applications-fall91;avi;;
combinatorics_and_applications(session-6-1)-course-sharif-jafari-fall-1391;;;;;;;;6;1;;;combinatorics_and_applications-fall91;avi;;
financial_mathematics(session-13)-course-sharif-alishahi-spring-1388;;;;;;;;13;-;;;financial_mathematics-spring88;avi;;
financial_mathematics(session-3)-course-sharif-alishahi-spring-1388;;;;;;;;3;-;;;financial_mathematics-spring88;avi;;
frontiers_of_mathematics(concentration_phenomena_in_problems_from_biology_a_hamilton_jacobi_aproach)-seminar-sharif-mirrahmi-fall-1391;;;;;;;;-;-;;;frontiers_of_mathematics-seminar-sharif-mirrahmi-fall-1391,speech;avi;;
frontiers_of_mathematics(on_isogeny_classes_of_edwards_curves_over_finite_fields)-seminar-sharif-ahmadi-fall-1391;;;;;;;;-;-;;;frontiers_of_mathematics-seminar-sharif-ahmadi-fall-1391,speech;avi;;
frontiers_of_mathematics(spectral_aspects_of_noncommutative_geometry)-seminar-sharif-khalkhali-fall-1391;;;;;;;;-;-;;;frontiers_of_mathematics-seminar-sharif-khalkhali-fall-1391,speech;avi;;
frontiers_of_mathematics(the_development_of_raptor_codes)-seminar-sharif-shokrollahi-fall-1391;;;;;;;;-;-;;root;frontiers_of_mathematics-seminar-sharif-shokrollahi-fall-1391,speech;avi;;
gap_mehr_91(computer_science_or_computing_scince_beginer_view)-seminar-sharif-teachers-fall-1391;;;;;;;;-;-;;;gap_mehr_91-seminar-sharif-teachers-fall-1391,speech;avi;;
linear_algebra(session-1)-course-sharif-shahshahani-fall-1390;;;;;;;;1;-;;;linear_algebra-fall90;avi;;
linear_algebra(session-14-1)-course-sharif-shahshahani-fall-1390;;;;;;;;14;1;;;linear_algebra-fall90;avi;;
linear_algebra(session-18-2)-course-sharif-shahshahani-fall-1390;;;;;;;;18;2;;;linear_algebra-fall90;avi;;
biological_math(session-5)-course-sharif-abbasian_fotuhi_razvan-spring-1391;;;;;;;;5;-;;;biological_math-spring91;avi;;
biological_math(session-6)-course-sharif-abbasian_fotuhi_razvan-spring-1391;;;;;;;;6;-;;;biological_math-spring91;avi;;
biological_math(session-7)-course-sharif-abbasian_fotuhi_razvan-spring-1391;;;;;;;;7;-;;;biological_math-spring91;avi;;
biological_math(session-8)-course-sharif-abbasian_fotuhi_razvan-spring-1391;;;;;;;;8;-;;;biological_math-spring91;avi;;
biological_math(session-9)-course-sharif-abbasian_fotuhi_razvan-spring-1391;;;;;;;;9;-;;;biological_math-spring91;avi;;
applied_stochastic_processes(session-11)-course-sharif-alishahi-spring-1391;;;;;;;;11;-;;;applied_stochastic_processes-spring91;avi;;
applied_stochastic_processes(session-14-1)-course-sharif-alishahi-spring-1391;;;;;;;;14;1;;;applied_stochastic_processes-spring91;avi;;
biological_math(session-11)-course-sharif-abbasian_fotuhi_razvan-spring-1391;;;;;;;;11;-;;;biological_math-spring91;avi;;
biological_math(session-12)-course-sharif-abbasian_fotuhi_razvan-spring-1391;;;;;;;;12;-;;;biological_math-spring91;avi;;
biological_math(session-13)-course-sharif-abbasian_fotuhi_razvan-spring-1391;;;;;;;;13;-;;;biological_math-spring91;avi;;
biological_math(session-19)-course-sharif-abbasian_fotuhi_razvan-spring-1391;;;;;;;;19;-;;;biological_math-spring91;avi;;
biological_math(session-2)-course-sharif-abbasian_fotuhi_razvan-spring-1391;;;;;;;;2;-;;;biological_math-spring91;avi;;
biological_math(session-20)-course-sharif-abbasian_fotuhi_razvan-spring-1391;;;;;;;;20;-;;;biological_math-spring91;avi;;
biological_math(session-21)-course-sharif-abbasian_fotuhi_razvan-spring-1391;;;;;;;;21;-;;;biological_math-spring91;avi;;
dynamic_systems(session-1-2)-course-sharif-razvan-fall-1391;;;;;;;;1;2;;;dynamic_systems-fall91;avi;;
dynamic_systems(session-10)-course-sharif-razvan-spring-1391;;;;;;;;10;-;;root;dynamic_systems-course-sharif-razvan-spring-1391;avi;;
dynamic_systems(session-10-1)-course-sharif-razvan-fall-1391;;;;;;;;10;1;;;dynamic_systems-fall91;avi;;
dynamic_systems(session-10-2)-course-sharif-razvan-fall-1391;;;;;;;;10;2;;;dynamic_systems-fall91;avi;;
dynamic_systems(session-10-3)-course-sharif-razvan-fall-1391;;;;;;;;10;3;;;dynamic_systems-fall91;avi;;
dynamic_systems(session-5)-course-sharif-razvan-spring-1391;;;;;;;;5;-;;;dynamic_systems-course-sharif-razvan-spring-1391;avi;;
dynamic_systems(session-5-1)-course-sharif-razvan-fall-1391;;;;;;;;5;1;;;dynamic_systems-fall91;avi;;
dynamic_systems(session-5-2)-course-sharif-razvan-fall-1391;;;;;;;;5;2;;;dynamic_systems-fall91;avi;;
dynamic_systems(session-5-3)-course-sharif-razvan-fall-1391;;;;;;;;5;3;;;dynamic_systems-fall91;avi;;
dynamic_systems(session-6)-course-sharif-razvan-spring-1391;;;;;;;;6;-;;;dynamic_systems-course-sharif-razvan-spring-1391;avi;;
dynamic_systems(session-6-1)-course-sharif-razvan-fall-1391;;;;;;;;6;1;;;dynamic_systems-fall91;avi;;
dynamic_systems(session-7-5)-course-sharif-razvan-fall-1391;;;;;;;;7;5;;;dynamic_systems-fall91;avi;;
dynamic_systems(session-7-6)-course-sharif-razvan-fall-1391;;;;;;;;7;6;;;dynamic_systems-fall91;avi;;
dynamic_systems(session-8-1)-course-sharif-razvan-fall-1391;;;;;;;;8;1;;;dynamic_systems-fall91;avi;;
dynamic_systems(session-8-1)-course-sharif-razvan-spring-1391;;;;;;;;8;1;;;dynamic_systems-course-sharif-razvan-spring-1391;avi;;
dynamic_systems(session-8-2)-course-sharif-razvan-fall-1391;;;;;;;;8;2;;;dynamic_systems-fall91;avi;;
dynamic_systems(session-8-2)-course-sharif-razvan-spring-1391;;;;;;;;8;2;;;dynamic_systems-course-sharif-razvan-spring-1391;avi;;
dynamic_systems(session-8-3)-course-sharif-razvan-fall-1391;;;;;;;;8;3;;;dynamic_systems-fall91;avi;;
dynamic_systems(session-11-5)-course-sharif-razvan-fall-1391;;;;;;;;11;5;;;dynamic_systems-fall91;avi;;
topics_in_analysis(session-4-2)-course-sharif-moghaddasi-fall-1391;;;;;;;;4;2;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-5)-course-sharif-moghaddasi-fall-1391;;;;;;;;5;-;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-6)-course-sharif-moghaddasi-fall-1391;;;;;;;;6;-;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-7-1)-course-sharif-moghaddasi-fall-1391;;;;;;;;7;1;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-7-2)-course-sharif-moghaddasi-fall-1391;;;;;;;;7;2;;;topics_in_analysis-fall91;avi;;
advanced_topics_in_statistics(session-1)-course-sharif-alishahi-fall-1391;;;;;;;;1;-;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-10)-course-sharif-alishahi-fall-1391;;;;;;;;10;-;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-11)-course-sharif-alishahi-fall-1391;;;;;;;;11;-;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-12)-course-sharif-alishahi-fall-1391;;;;;;;;12;-;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-13)-course-sharif-alishahi-fall-1391;;;;;;;;13;-;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-14)-course-sharif-alishahi-fall-1391;;;;;;;;14;-;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-16)-course-sharif-alishahi-fall-1391;;;;;;;;16;-;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-4-2)-course-sharif-alishahi-fall-1391;;;;;;;;4;2;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-4-3)-course-sharif-alishahi-fall-1391;;;;;;;;4;3;;;advanced_topics_in_statistics-fall91;avi;;
advanced_topics_in_statistics(session-5)-course-sharif-alishahi-fall-1391;;;;;;;;5;-;;;advanced_topics_in_statistics-fall91;avi;;
algebraic_topology_2(session-3-1)-course-sharif-jafari-fall-1391;;;;;;;;3;1;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-3-2)-course-sharif-jafari-fall-1391;;;;;;;;3;2;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-4-1)-course-sharif-jafari-fall-1391;;;;;;;;4;1;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-4-2)-course-sharif-jafari-fall-1391;;;;;;;;4;2;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-5-1)-course-sharif-jafari-fall-1391;;;;;;;;5;1;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-5-2)-course-sharif-jafari-fall-1391;;;;;;;;5;2;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-6-1)-course-sharif-jafari-fall-1391;;;;;;;;6;1;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-6-2)-course-sharif-jafari-fall-1391;;;;;;;;6;2;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-7)-course-sharif-jafari-fall-1391;;;;;;;;7;-;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-8-1)-course-sharif-jafari-fall-1391;;;;;;;;8;1;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-8-2)-course-sharif-jafari-fall-1391;;;;;;;;8;2;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-9-1)-course-sharif-jafari-fall-1391;;;;;;;;9;1;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-9-2)-course-sharif-jafari-fall-1391;;;;;;;;9;2;;;algebraic_topology_2-fall91;avi;;
algebra_1(session-1)-course-sharif-shahshahani-spring-1391;;;;;;;;1;-;;;algebra_1-spring91;avi;;
algebra_1(session-10-1)-course-sharif-shahshahani-spring-1391;;;;;;;;10;1;;;algebra_1-spring91;avi;;
algebra_1(session-10-2)-course-sharif-shahshahani-spring-1391;;;;;;;;10;2;;;algebra_1-spring91;avi;;
algebra_1(session-11)-course-sharif-shahshahani-spring-1391;;;;;;;;11;-;;;algebra_1-spring91;avi;;
algebraic_geometry_1(session-1-1)-course-sharif-jafari-spring-1392;;;;;;;;1;1;;;algebraic_geometry_1-spring92;avi;;
algebraic_geometry_1(session-1-2)-course-sharif-jafari-spring-1392;;;;;;;;1;2;;;algebraic_geometry_1-spring92;avi;;
algebraic_geometry_1(session-10-1)-course-sharif-jafari-spring-1392;;;;;;;;10;1;;;algebraic_geometry_1-spring92;avi;;
algebraic_geometry_1(session-10-2)-course-sharif-jafari-spring-1392;;;;;;;;10;2;;;algebraic_geometry_1-spring92;avi;;
algebraic_geometry_1(session-11-1)-course-sharif-jafari-spring-1392;;;;;;;;11;1;;;algebraic_geometry_1-spring92;avi;;
algebraic_geometry_1(session-11-2)-course-sharif-jafari-spring-1392;;;;;;;;11;2;;;algebraic_geometry_1-spring92;avi;;
algebraic_geometry_1(session-12-1)-course-sharif-jafari-spring-1392;;;;;;;;12;1;;;algebraic_geometry_1-spring92;avi;;
combinatorics(session-10)-course-sharif-mahmoodian-spring-1392;;;;;;;;10;-;;;combinatorics-course-sharif-mahmoodian-spring-1392;avi;;
combinatorics(session-11)-course-sharif-mahmoodian-spring-1392;;;;;;;;11;-;;;combinatorics-course-sharif-mahmoodian-spring-1392;avi;;
combinatorics(session-12)-course-sharif-mahmoodian-spring-1392;;;;;;;;12;-;;;combinatorics-course-sharif-mahmoodian-spring-1392;avi;;
combinatorics(session-13)-course-sharif-mahmoodian-spring-1392;;;;;;;;13;-;;root;combinatorics-course-sharif-mahmoodian-spring-1392;avi;;
combinatorics(session-14)-course-sharif-mahmoodian-spring-1392;;;;;;;;14;-;;;combinatorics-course-sharif-mahmoodian-spring-1392;avi;;
combinatorics(session-15)-course-sharif-mahmoodian-spring-1392;;;;;;;;15;-;;;combinatorics-course-sharif-mahmoodian-spring-1392;avi;;
combinatorics(session-16)-course-sharif-mahmoodian-spring-1392;;;;;;;;16;-;;;combinatorics-course-sharif-mahmoodian-spring-1392;avi;;
combinatorics(session-2)-course-sharif-mahmoodian-spring-1392;;;;;;;;2;-;;;combinatorics-course-sharif-mahmoodian-spring-1392;avi;;
combinatorics(session-4)-course-sharif-mahmoodian-spring-1392;;;;;;;;4;-;;;combinatorics-course-sharif-mahmoodian-spring-1392;avi;;
combinatorics(session-5)-course-sharif-mahmoodian-spring-1392;;;;;;;;5;-;;;combinatorics-course-sharif-mahmoodian-spring-1392;avi;;
combinatorics(session-6)-course-sharif-mahmoodian-spring-1392;;;;;;;;6;-;;;combinatorics-course-sharif-mahmoodian-spring-1392;avi;;
combinatorics(session-7)-course-sharif-mahmoodian-spring-1392;;;;;;;;7;-;;;combinatorics-course-sharif-mahmoodian-spring-1392;avi;;
combinatorics(session-8)-course-sharif-mahmoodian-spring-1392;;;;;;;;8;-;;;combinatorics-course-sharif-mahmoodian-spring-1392;avi;;
combinatorics(session-9-1)-course-sharif-mahmoodian-spring-1392;;;;;;;;9;1;;;combinatorics-course-sharif-mahmoodian-spring-1392;avi;;
combinatorics(session-9-2)-course-sharif-mahmoodian-spring-1392;;;;;;;;9;2;;;combinatorics-course-sharif-mahmoodian-spring-1392;avi;;
combinatorics(session-9-3)-course-sharif-mahmoodian-spring-1392;;;;;;;;9;3;;;combinatorics-course-sharif-mahmoodian-spring-1392;avi;;
combinatorics(session-9-4)-course-sharif-mahmoodian-spring-1392;;;;;;;;9;4;;;combinatorics-course-sharif-mahmoodian-spring-1392;avi;;
partial_differential_equations(session-4)-course-sharif-fotouhi-spring-1392;;;;;;;;4;-;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-5)-course-sharif-fotouhi-spring-1392;;;;;;;;5;-;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-6-1)-course-sharif-fotouhi-spring-1392;;;;;;;;6;1;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-6-2)-course-sharif-fotouhi-spring-1392;;;;;;;;6;2;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-7-1)-course-sharif-fotouhi-spring-1392;;;;;;;;7;1;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-7-2)-course-sharif-fotouhi-spring-1392;;;;;;;;7;2;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-8)-course-sharif-fotouhi-spring-1392;;;;;;;;8;-;;root;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-9)-course-sharif-fotouhi-spring-1392;;;;;;;;9;-;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-12)-course-sharif-fotouhi-spring-1392;;;;;;;;12;-;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-13)-course-sharif-fotouhi-spring-1392;;;;;;;;13;-;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-14)-course-sharif-fotouhi-spring-1392;;;;;;;;14;-;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-15)-course-sharif-fotouhi-spring-1392;;;;;;;;15;-;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-16)-course-sharif-fotouhi-spring-1392;;;;;;;;16;-;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-17-1)-course-sharif-fotouhi-spring-1392;;;;;;;;17;1;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-17-2)-course-sharif-fotouhi-spring-1392;;;;;;;;17;2;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-18)-course-sharif-fotouhi-spring-1392;;;;;;;;18;-;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-19)-course-sharif-fotouhi-spring-1392;;;;;;;;19;-;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-2)-course-sharif-fotouhi-spring-1392;;;;;;;;2;-;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-20)-course-sharif-fotouhi-spring-1392;;;;;;;;20;-;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-21-1)-course-sharif-fotouhi-spring-1392;;;;;;;;21;1;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-21-2)-course-sharif-fotouhi-spring-1392;;;;;;;;21;2;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-21-3)-course-sharif-fotouhi-spring-1392;;;;;;;;21;3;;;partial_differential_equations-spring92;avi;;
partial_differential_equations(session-21-4)-course-sharif-fotouhi-spring-1392;;;;;;;;21;4;;;partial_differential_equations-spring92;avi;;
mathematical_analysis_1(session-4)-course-sharif-alishahi-spring-1392;;;;;;;;4;-;;;mathematical_analysis_1-spring92;avi;;
mathematical_analysis_1(session-4)-course-sharif-shahshahani-fall-1389;;;;;;;;4;-;;;mathematical_analysis_1-fall89;avi;;
mathematical_analysis_1(session-5)-course-sharif-alishahi-spring-1392;;;;;;;;5;-;;;mathematical_analysis_1-spring92;avi;;
mathematical_analysis_1(session-5)-course-sharif-shahshahani-fall-1389;;;;;;;;5;-;;root;mathematical_analysis_1-fall89;avi;;
mathematical_analysis_1(session-6)-course-sharif-shahshahani-fall-1389;;;;;;;;6;-;;;mathematical_analysis_1-fall89;avi;;
mathematical_analysis_1(session-7)-course-sharif-alishahi-spring-1392;;;;;;;;7;-;;;mathematical_analysis_1-spring92;avi;;
mathematical_analysis_1(session-7)-course-sharif-shahshahani-fall-1389;;;;;;;;7;-;;;mathematical_analysis_1-fall89;avi;;
mathematical_analysis_1(session-8)-course-sharif-alishahi-spring-1392;;;;;;;;8;-;;;mathematical_analysis_1-spring92;avi;;
calculus_2(session-5)-course-sharif-shahshahani-spring-1388;;;;;;;;5;-;;;calculus_2-spring88;avi;;
calculus_2(session-6)-course-sharif-moghaddasi-spring-1392;;;;;;;;6;-;;;calculus_2-spring92;avi;;
calculus_2(session-6)-course-sharif-shahshahani-spring-1388;;;;;;;;6;-;;;calculus_2-spring88;avi;;
calculus_2(session-7)-course-sharif-shahshahani-spring-1388;;;;;;;;7;-;;;calculus_2-spring88;avi;;
calculus_2(session-7-1)-course-sharif-moghaddasi-spring-1392;;;;;;;;7;1;;;calculus_2-spring92;avi;;
calculus_2(session-7-2)-course-sharif-moghaddasi-spring-1392;;;;;;;;7;2;;;calculus_2-spring92;avi;;
calculus_2(session-7-3)-course-sharif-moghaddasi-spring-1392;;;;;;;;7;3;;;calculus_2-spring92;avi;;
calculus_2(session-8)-course-sharif-shahshahani-spring-1388;;;;;;;;8;-;;;calculus_2-spring88;avi;;
calculus_2(session-8-1)-course-sharif-moghaddasi-spring-1392;;;;;;;;8;1;;root;calculus_2-spring92;avi;;
calculus_2(session-8-2)-course-sharif-moghaddasi-spring-1392;;;;;;;;8;2;;;calculus_2-spring92;avi;;
calculus_2(session-9)-course-sharif-shahshahani-spring-1388;;;;;;;;9;-;;;calculus_2-spring88;avi;;
calculus_2(session-9-1)-course-sharif-moghaddasi-spring-1392;;;;;;;;9;1;;;calculus_2-spring92;avi;;
calculus_2(session-9-2)-course-sharif-moghaddasi-spring-1392;;;;;;;;9;2;;;calculus_2-spring92;avi;;
calculus_2(session-15)-course-sharif-moghaddasi-spring-1392;;;;;;;;15;-;;;calculus_2-spring92;avi;;
calculus_2(session-16)-course-sharif-moghaddasi-spring-1392;;;;;;;;16;-;;;calculus_2-spring92;avi;;
calculus_2(session-16)-course-sharif-shahshahani-spring-1388;;;;;;;;16;-;;;calculus_2-spring88;avi;;
calculus_2(session-17)-course-sharif-moghaddasi-spring-1392;;;;;;;;17;-;;;calculus_2-spring92;avi;;
calculus_2(session-17)-course-sharif-shahshahani-spring-1388;;;;;;;;17;-;;;calculus_2-spring88;avi;;
calculus_2(session-18)-course-sharif-moghaddasi-spring-1392;;;;;;;;18;-;;;calculus_2-spring92;avi;;
calculus_2(session-18)-course-sharif-shahshahani-spring-1388;;;;;;;;18;-;;;calculus_2-spring88;avi;;
calculus_2(session-19)-course-sharif-moghaddasi-spring-1392;;;;;;;;19;-;;;calculus_2-spring92;avi;;
calculus_2(session-19)-course-sharif-shahshahani-spring-1388;;;;;;;;19;-;;;calculus_2-spring88;avi;;
calculus_2(session-2)-course-sharif-moghaddasi-spring-1392;;;;;;;;2;-;;;calculus_2-spring92;avi;;
calculus_2(session-2)-course-sharif-shahshahani-spring-1388;;;;;;;;2;-;;;calculus_2-spring88;avi;;
calculus_2(session-20)-course-sharif-moghaddasi-spring-1392;;;;;;;;20;-;;;calculus_2-spring92;avi;;
calculus_2(session-20)-course-sharif-shahshahani-spring-1388;;;;;;;;20;-;;;calculus_2-spring88;avi;;
calculus_2(session-21)-course-sharif-shahshahani-spring-1388;;;;;;;;21;-;;;calculus_2-spring88;avi;;
calculus_2(session-21-1)-course-sharif-moghaddasi-spring-1392;;;;;;;;21;1;;;calculus_2-spring92;avi;;
calculus_2(session-21-2)-course-sharif-moghaddasi-spring-1392;;;;;;;;21;2;;;calculus_2-spring92;avi;;
calculus_2(session-22)-course-sharif-moghaddasi-spring-1392;;;;;;;;22;-;;;calculus_2-spring92;avi;;
calculus_2(session-22)-course-sharif-shahshahani-spring-1388;;;;;;;;22;-;;;calculus_2-spring88;avi;;
calculus_2(session-23)-course-sharif-moghaddasi-spring-1392;;;;;;;;23;-;;;calculus_2-spring92;avi;;
topics_in_manifolds(session-5)-course-sharif-eftekhari_nasiri-spring-1392;;;;;;;;5;-;;;topics_in_manifolds-spring92;avi;;
topics_in_manifolds(session-6)-course-sharif-eftekhari_nasiri-spring-1392;;;;;;;;6;-;;;topics_in_manifolds-spring92;avi;;
topics_in_manifolds(session-7)-course-sharif-eftekhari_nasiri-spring-1392;;;;;;;;7;-;;;topics_in_manifolds-spring92;avi;;
topics_in_manifolds(session-8)-course-sharif-eftekhari_nasiri-spring-1392;;;;;;;;8;-;;root;topics_in_manifolds-spring92;avi;;
topics_in_manifolds(session-9)-course-sharif-eftekhari_nasiri-spring-1392;;;;;;;;9;-;;;topics_in_manifolds-spring92;avi;;
applied_stochastic_processes(session-1-1)-course-sharif-alishahi-spring-1391;;;;;;;;1;1;;;applied_stochastic_processes-spring91;avi;;
applied_stochastic_processes(session-1-2)-course-sharif-alishahi-spring-1391;;;;;;;;1;2;;;applied_stochastic_processes-spring91;avi;;
applied_stochastic_processes(session-10-1)-course-sharif-alishahi-spring-1391;;;;;;;;10;1;;;applied_stochastic_processes-spring91;avi;;
applied_stochastic_processes(session-10-2)-course-sharif-alishahi-spring-1391;;;;;;;;10;2;;;applied_stochastic_processes-spring91;avi;;
applied_stochastic_processes(session-6-1)-course-sharif-alishahi-spring-1391;;;;;;;;6;1;;;applied_stochastic_processes-spring91;avi;;
applied_stochastic_processes(session-6-2)-course-sharif-alishahi-spring-1391;;;;;;;;6;2;;;applied_stochastic_processes-spring91;avi;;
applied_stochastic_processes(session-6-3)-course-sharif-alishahi-spring-1391;;;;;;;;6;3;;;applied_stochastic_processes-spring91;avi;;
applied_stochastic_processes(session-7)-course-sharif-alishahi-spring-1391;;;;;;;;7;-;;;applied_stochastic_processes-spring91;avi;;
applied_stochastic_processes(session-14-2)-course-sharif-alishahi-spring-1391;;;;;;;;14;2;;;applied_stochastic_processes-spring91;avi;;
