id;about;length;visit;season;day;month;year;session;part;date;subject;groups;format;title;speaker
elementary_functional_analysis(session-6)-course-sharif-zangene-spring-1392;;;;;;;;6;-;;;elementary_functional_analysis-spring92;avi;;
elementary_functional_analysis(session-7)-course-sharif-zangene-spring-1392;;;;;;;;7;-;;;elementary_functional_analysis-spring92;avi;;
elementary_functional_analysis(session-8-1)-course-sharif-zangene-spring-1392;;;;;;;;8;1;;;elementary_functional_analysis-spring92;avi;;
elementary_functional_analysis(session-8-2)-course-sharif-zangene-spring-1392;;;;;;;;8;2;;;elementary_functional_analysis-spring92;avi;;
elementary_functional_analysis(session-9)-course-sharif-zangene-spring-1392;;;;;;;;9;-;;;elementary_functional_analysis-spring92;avi;;
elementary_ordinary_differential_equations(session-1)-course-sharif-fotouhi-fall-1391;;;;;;;;1;-;;;elementary_ordinary_differential_equations-fall91;avi;;
algebraic_topology_1(session-1)-course-rastegar-spring-1392;;;;;;;;1;-;;;algebraic_topology_1-spring92;avi;;
algebraic_topology_1(session-10)-course-rastegar-spring-1392;;;;;;;;10;-;;;algebraic_topology_1-spring92;avi;;
algebraic_topology_1(session-11)-course-rastegar-spring-1392;;;;;;;;11;-;;;algebraic_topology_1-spring92;avi;;
algebraic_topology_1(session-12)-course-rastegar-spring-1392;;;;;;;;12;-;;;algebraic_topology_1-spring92;avi;;
algebraic_topology_1(session-13)-course-rastegar-spring-1392;;;;;;;;13;-;;;algebraic_topology_1-spring92;avi;;
algebraic_topology_1(session-14)-course-rastegar-spring-1392;;;;;;;;14;-;;;algebraic_topology_1-spring92;avi;;
algebraic_topology_1(session-2)-course-rastegar-spring-1392;;;;;;;;2;-;;root;algebraic_topology_1-spring92;avi;;
algebraic_topology_1(session-3)-course-rastegar-spring-1392;;;;;;;;3;-;;;algebraic_topology_1-spring92;avi;;
algebraic_topology_1(session-4)-course-rastegar-spring-1392;;;;;;;;4;-;;;algebraic_topology_1-spring92;avi;;
algebraic_topology_1(session-5)-course-rastegar-spring-1392;;;;;;;;5;-;;;algebraic_topology_1-spring92;avi;;
algebraic_topology_1(session-6)-course-rastegar-spring-1392;;;;;;;;6;-;;;algebraic_topology_1-spring92;avi;;
algebraic_topology_1(session-7)-course-rastegar-spring-1392;;;;;;;;7;-;;;algebraic_topology_1-spring92;avi;;
algebraic_topology_1(session-8)-course-rastegar-spring-1392;;;;;;;;8;-;;;algebraic_topology_1-spring92;avi;;
algebraic_topology_1(session-9)-course-rastegar-spring-1392;;;;;;;;9;-;;;algebraic_topology_1-spring92;avi;;
topics_in_analysis(session-8-2)-course-sharif-moghaddasi-fall-1391;;;;;;;;8;2;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-9-1)-course-sharif-moghaddasi-fall-1391;;;;;;;;9;1;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-9-2)-course-sharif-moghaddasi-fall-1391;;;;;;;;9;2;;;topics_in_analysis-fall91;avi;;
topics_in_manifolds(session-1)-course-sharif-eftekhari_nasiri-spring-1392;;;;;;;;1;-;;;topics_in_manifolds-spring92;avi;;
topics_in_manifolds(session-10-1)-course-sharif-eftekhari_nasiri-spring-1392;;;;;;;;10;1;;;topics_in_manifolds-spring92;avi;;
topics_in_manifolds(session-10-2)-course-sharif-eftekhari_nasiri-spring-1392;;;;;;;;10;2;;;topics_in_manifolds-spring92;avi;;
topics_in_manifolds(session-11)-course-sharif-eftekhari_nasiri-spring-1392;;;;;;;;11;-;;;topics_in_manifolds-spring92;avi;;
topics_in_manifolds(session-12)-course-sharif-eftekhari_nasiri-spring-1392;;;;;;;;12;-;;;topics_in_manifolds-spring92;avi;;
topology_from_differentiable_viewpoint(session-8-2)-course-sharif-jafari-spring-1391;;;;;;;;8;2;;;topology_from_differentiable_topology_from_differentiable_viewpoint-spring91;avi;;
topology_from_differentiable_viewpoint(session-9-1)-course-sharif-jafari-spring-1391;;;;;;;;9;1;;;topology_from_differentiable_topology_from_differentiable_viewpoint-spring91;avi;;
topology_from_differentiable_viewpoint(session-9-2)-course-sharif-jafari-spring-1391;;;;;;;;9;2;;;topology_from_differentiable_topology_from_differentiable_viewpoint-spring91;avi;;
topics_in_analysis(session-10-1)-course-sharif-moghaddasi-fall-1391;;;;;;;;10;1;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-10-2)-course-sharif-moghaddasi-fall-1391;;;;;;;;10;2;;root;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-10-3)-course-sharif-moghaddasi-fall-1391;;;;;;;;10;3;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-11-1)-course-sharif-moghaddasi-fall-1391;;;;;;;;11;1;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-11-2)-course-sharif-moghaddasi-fall-1391;;;;;;;;11;2;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-12-1)-course-sharif-moghaddasi-fall-1391;;;;;;;;12;1;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-12-2)-course-sharif-moghaddasi-fall-1391;;;;;;;;12;2;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-12-3)-course-sharif-moghaddasi-fall-1391;;;;;;;;12;3;;;topics_in_analysis-fall91;avi;;
topology_from_differentiable_viewpoint(session-3-1)-course-sharif-jafari-spring-1391;;;;;;;;3;1;;;topology_from_differentiable_topology_from_differentiable_viewpoint-spring91;avi;;
topology_from_differentiable_viewpoint(session-3-2)-course-sharif-jafari-spring-1391;;;;;;;;3;2;;;topology_from_differentiable_topology_from_differentiable_viewpoint-spring91;avi;;
topology_from_differentiable_viewpoint(session-4-1)-course-sharif-jafari-spring-1391;;;;;;;;4;1;;;topology_from_differentiable_topology_from_differentiable_viewpoint-spring91;avi;;
algebraic_topology_2(session-13-2)-course-sharif-jafari-fall-1391;;;;;;;;13;2;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-14-1)-course-sharif-jafari-fall-1391;;;;;;;;14;1;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-14-2)-course-sharif-jafari-fall-1391;;;;;;;;14;2;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-15-1)-course-sharif-jafari-fall-1391;;;;;;;;15;1;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-15-2)-course-sharif-jafari-fall-1391;;;;;;;;15;2;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-16-1)-course-sharif-jafari-fall-1391;;;;;;;;16;1;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-16-2)-course-sharif-jafari-fall-1391;;;;;;;;16;2;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-17-1)-course-sharif-jafari-fall-1391;;;;;;;;17;1;;;algebraic_topology_2-fall91;avi;;
random_matrix(session-4)-course-sharif-alishahi-spring-1392;;;;;;;;4;-;;;random_matrix-spring92;avi;;
random_matrix(session-5)-course-sharif-alishahi-spring-1392;;;;;;;;5;-;;;random_matrix-spring92;avi;;
random_matrix(session-6)-course-sharif-alishahi-spring-1392;;;;;;;;6;-;;;random_matrix-spring92;avi;;
random_matrix(session-7)-course-sharif-alishahi-spring-1392;;;;;;;;7;-;;;random_matrix-spring92;avi;;
random_matrix(session-8)-course-sharif-alishahi-spring-1392;;;;;;;;8;-;;;random_matrix-spring92;avi;;
random_matrix(session-9)-course-sharif-alishahi-spring-1392;;;;;;;;9;-;;;random_matrix-spring92;avi;;
random_permutation-seminar-sharif-alishahi-1389;;;;;;;;-;-;;;random_permutation-seminar-sharif-alishahi-1389,speech;avi;;
frontiers_of_mathematics(affine_sieve_and_expanders)-seminar-sharif-salehi-fall-1391;;;;;;;;-;-;;;frontiers_of_mathematics-seminar-sharif-salehi-fall-1391,speech;avi;;
frontiers_of_mathematics(an_equivariant_main_conjecture_in_iwasawa_theory)-seminar-sharif-taleb-fall-1391;;;;;;;;-;-;;;frontiers_of_mathematics-seminar-sharif-taleb-fall-1391,speech;avi;;
frontiers_of_mathematics(axiomatizing_mathematical_theories_multiplication)-seminar-sharif-salehipourmehr-fall-1391;;;;;;;;-;-;;;frontiers_of_mathematics-seminar-sharif-salehipourmehr-fall-1391,speech;avi;;
frontiers_of_mathematics(a_class_of_absolutely_continuous_functions)-seminar-sharif-ranjbar-fall-1391;;;;;;;;-;-;;;frontiers_of_mathematics-seminar-sharif-ranjbar-fall-1391,speech;avi;;
frontiers_of_mathematics(a_refinement_of_sutured_floer_homology)-seminar-sharif-sheykhalishahi-fall-1391;;;;;;;;-;-;;;frontiers_of_mathematics-seminar-sharif-sheykhalishahi-fall-1391,speech;avi;;
frontiers_of_mathematics(counting_orders_in_number_fields)-seminar-sharif-takloobighash-fall-1391;;;;;;;;-;-;;;frontiers_of_mathematics-seminar-sharif-takloobighash-fall-1391,speech;avi;;
frontiers_of_mathematics(existence_and_stability_of_non_planer_fronts_in_a_reactive_fow_in_a_3_dimensional_channel)-seminar-sharif-raufi-fall-1391;;;;;;;;-;-;;;frontiers_of_mathematics-seminar-sharif-raufi-fall-1391,speech;avi;;
frontiers_of_mathematics(generalized_reed_solomon_codes_with_faster_encoding_and_decoding_algorithms)-seminar-sharif-shokrollahi-fall-1391;;;;;;;;-;-;;;frontiers_of_mathematics-seminar-sharif-shokrollahi-fall-1391,speech;avi;;
frontiers_of_mathematics(hypercube_problems_and_conjectures_as_example_for_a_long_time_research_concepts)-seminar-sharif-mahmoodian-fall-1391;;;;;;;;-;-;;;frontiers_of_mathematics-seminar-sharif-mahmoodian-fall-1391,speech;avi;;
frontiers_of_mathematics(lie_theories_in_group_like_structures)-seminar-sharif-amini-fall-1391;;;;;;;;-;-;;;frontiers_of_mathematics-seminar-sharif-amini-fall-1391,speech;avi;;
frontiers_of_mathematics(modular_forms_from_arithmetic_to_physics_applications)-seminar-sharif-movasati-fall-1391;;;;;;;;-;-;;;frontiers_of_mathematics-seminar-sharif-movasati-fall-1391,speech;avi;;
algebraic_topology_2(session-1-2)-course-sharif-jafari-fall-1391;;;;;;;;1;2;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-10-1)-course-sharif-jafari-fall-1391;;;;;;;;10;1;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-10-2)-course-sharif-jafari-fall-1391;;;;;;;;10;2;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-11-1)-course-sharif-jafari-fall-1391;;;;;;;;11;1;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-11-2)-course-sharif-jafari-fall-1391;;;;;;;;11;2;;root;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-12-1)-course-sharif-jafari-fall-1391;;;;;;;;12;1;;;algebraic_topology_2-fall91;avi;;
algebraic_topology_2(session-12-2)-course-sharif-jafari-fall-1391;;;;;;;;12;2;;;algebraic_topology_2-fall91;avi;;
real_analysis(session-3-2)-course-sharif-alishahi-fall-1390;;;;;;;;3;2;;;real_analysis-fall90;avi;;
real_analysis(session-4)-course-sharif-alishahi-fall-1390;;;;;;;;4;-;;;real_analysis-fall90;avi;;
real_analysis(session-4)-course-sharifitabar-spring-1392;;;;;;;;4;-;;;real_analysis-spring92;avi;;
real_analysis(session-5)-course-sharif-alishahi-fall-1390;;;;;;;;5;-;;;real_analysis-fall90;avi;;
real_analysis(session-5)-course-sharifitabar-spring-1392;;;;;;;;5;-;;;real_analysis-spring92;avi;;
real_analysis(session-6)-course-sharifitabar-spring-1392;;;;;;;;6;-;;;real_analysis-spring92;avi;;
real_analysis(session-6-1)-course-sharif-alishahi-fall-1390;;;;;;;;6;1;;;real_analysis-fall90;avi;;
real_analysis(session-6-2)-course-sharif-alishahi-fall-1390;;;;;;;;6;2;;;real_analysis-fall90;avi;;
real_analysis(session-7)-course-sharif-alishahi-fall-1390;;;;;;;;7;-;;;real_analysis-fall90;avi;;
real_analysis(session-7)-course-sharifitabar-spring-1392;;;;;;;;7;-;;;real_analysis-spring92;avi;;
real_analysis(session-8)-course-sharif-alishahi-fall-1390;;;;;;;;8;-;;;real_analysis-fall90;avi;;
real_analysis(session-8)-course-sharifitabar-spring-1392;;;;;;;;8;-;;;real_analysis-spring92;avi;;
real_analysis(session-9)-course-sharif-alishahi-fall-1390;;;;;;;;9;-;;;real_analysis-fall90;avi;;
real_analysis(session-9)-course-sharifitabar-spring-1392;;;;;;;;9;-;;;real_analysis-spring92;avi;;
topics_in_analysis(session-13-2)-course-sharif-moghaddasi-fall-1391;;;;;;;;13;2;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-14-1)-course-sharif-moghaddasi-fall-1391;;;;;;;;14;1;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-14-2)-course-sharif-moghaddasi-fall-1391;;;;;;;;14;2;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-15-1)-course-sharif-moghaddasi-fall-1391;;;;;;;;15;1;;root;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-15-2)-course-sharif-moghaddasi-fall-1391;;;;;;;;15;2;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-16-1)-course-sharif-moghaddasi-fall-1391;;;;;;;;16;1;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-16-2)-course-sharif-moghaddasi-fall-1391;;;;;;;;16;2;;root;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-17)-course-sharif-moghaddasi-fall-1391;;;;;;;;17;-;;;topics_in_analysis-fall91;avi;;
combinatorics_and_applications(session-18-2)-course-sharif-jafari-fall-1391;;;;;;;;18;2;;;combinatorics_and_applications-fall91;avi;;
combinatorics_and_applications(session-19-1)-course-sharif-jafari-fall-1391;;;;;;;;19;1;;;combinatorics_and_applications-fall91;avi;;
combinatorics_and_applications(session-19-2)-course-sharif-jafari-fall-1391;;;;;;;;19;2;;;combinatorics_and_applications-fall91;avi;;
combinatorics_and_applications(session-2-1)-course-sharif-jafari-fall-1391;;;;;;;;2;1;;;combinatorics_and_applications-fall91;avi;;
combinatorics_and_applications(session-2-2)-course-sharif-jafari-fall-1391;;;;;;;;2;2;;;combinatorics_and_applications-fall91;avi;;
combinatorics_and_applications(session-20-1)-course-sharif-jafari-fall-1391;;;;;;;;20;1;;;combinatorics_and_applications-fall91;avi;;
combinatorics_and_applications(session-20-2)-course-sharif-jafari-fall-1391;;;;;;;;20;2;;;combinatorics_and_applications-fall91;avi;;
combinatorics_and_applications(session-3-1)-course-sharif-jafari-fall-1391;;;;;;;;3;1;;;combinatorics_and_applications-fall91;avi;;
frontiers_of_mathematics(on_the_longest_path_at_the_diameter_in_random_apollonian_networks)-seminar-sharif-mehrabian-fall-1391;;;;;;;;-;-;;;frontiers_of_mathematics-seminar-sharif-mehrabian-fall-1391,speech;avi;;
frontiers_of_mathematics(opening_and_a_historical_glance_at_the_philosophical_foundations_of_geometry)-seminar-sharif-shahshahani-fall-1391;;;;;;;;-;-;;;frontiers_of_mathematics-seminar-sharif-shahshahani-fall-1391,speech;avi;;
frontiers_of_mathematics(open_induction_for_cuts)-seminar-sharif-ramezanian-fall-1391;;;;;;;;-;-;;;frontiers_of_mathematics-seminar-sharif-ramezanian-fall-1391,speech;avi;;
frontiers_of_mathematics(rational_curves_on_hypersurfaces)-seminar-sharif-beheshtizavvare-fall-1391;;;;;;;;-;-;;;frontiers_of_mathematics-seminar-sharif-beheshtizavvare-fall-1391,speech;avi;;
frontiers_of_mathematics(representation_of_integers_by_binary_forms)-seminar-sharif-akhtari-fall-1391;;;;;;;;-;-;;;frontiers_of_mathematics-seminar-sharif-akhtari-fall-1391,speech;avi;;
frontiers_of_mathematics(some_recent_results_on_smooth_ergodic_theory)-seminar-sharif-tahzibi-fall-1391;;;;;;;;-;-;;;frontiers_of_mathematics-seminar-sharif-tahzibi-fall-1391,speech;avi;;
topics_in_analysis(session-19-1)-course-sharif-moghaddasi-fall-1391;;;;;;;;19;1;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-19-2)-course-sharif-moghaddasi-fall-1391;;;;;;;;19;2;;root;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-2-1)-course-sharif-moghaddasi-fall-1391;;;;;;;;2;1;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-2-2)-course-sharif-moghaddasi-fall-1391;;;;;;;;2;2;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-20)-course-sharif-moghaddasi-fall-1391;;;;;;;;20;-;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-21-1)-course-sharif-moghaddasi-fall-1391;;;;;;;;21;1;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-21-2)-course-sharif-moghaddasi-fall-1391;;;;;;;;21;2;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-22-1)-course-sharif-moghaddasi-fall-1391;;;;;;;;22;1;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-23-1)-course-sharif-moghaddasi-fall-1391;;;;;;;;23;1;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-23-2)-course-sharif-moghaddasi-fall-1391;;;;;;;;23;2;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-24-1)-course-sharif-moghaddasi-fall-1391;;;;;;;;24;1;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-24-2)-course-sharif-moghaddasi-fall-1391;;;;;;;;24;2;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-25-1)-course-sharif-moghaddasi-fall-1391;;;;;;;;25;1;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-25-2)-course-sharif-moghaddasi-fall-1391;;;;;;;;25;2;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-26-1)-course-sharif-moghaddasi-fall-1391;;;;;;;;26;1;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-26-2)-course-sharif-moghaddasi-fall-1391;;;;;;;;26;2;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-3-1)-course-sharif-moghaddasi-fall-1391;;;;;;;;3;1;;;topics_in_analysis-fall91;avi;;
topics_in_analysis(session-3-2)-course-sharif-moghaddasi-fall-1391;;;;;;;;3;2;;;topics_in_analysis-fall91;avi;;
topics_in_manifolds(session-13)-course-sharif-eftekhari_nasiri-spring-1392;;;;;;;;13;-;;;topics_in_manifolds-spring92;avi;;
topics_in_manifolds(session-4)-course-sharif-eftekhari_nasiri-spring-1392;;;;;;;;4;-;;;topics_in_manifolds-spring92;avi;;
topology_from_differentiable_viewpoint(session-1-1)-course-sharif-jafari-spring-1391;;;;;;;;1;1;;;topology_from_differentiable_topology_from_differentiable_viewpoint-spring91;avi;;
topology_from_differentiable_viewpoint(session-13)-course-sharif-jafari-spring-1391;;;;;;;;13;-;;root;topology_from_differentiable_topology_from_differentiable_viewpoint-spring91;avi;;
topology_from_differentiable_viewpoint(session-17-2)-course-sharif-jafari-spring-1391;;;;;;;;17;2;;;topology_from_differentiable_topology_from_differentiable_viewpoint-spring91;avi;;
topology_from_differentiable_viewpoint(session-20-2)-course-sharif-jafari-spring-1391;;;;;;;;20;2;;;topology_from_differentiable_topology_from_differentiable_viewpoint-spring91;avi;;
topology_from_differentiable_viewpoint(session-24)-course-sharif-jafari-spring-1391;;;;;;;;24;-;;;topology_from_differentiable_topology_from_differentiable_viewpoint-spring91;avi;;
topology_from_differentiable_viewpoint(session-4-2)-course-sharif-jafari-spring-1391;;;;;;;;4;2;;;topology_from_differentiable_topology_from_differentiable_viewpoint-spring91;avi;;
topology_from_differentiable_viewpoint(session-8-1)-course-sharif-jafari-spring-1391;;;;;;;;8;1;;;topology_from_differentiable_topology_from_differentiable_viewpoint-spring91;avi;;
real_analysis(session-1)-course-sharif-alishahi-fall-1390;;;;;;;;1;-;;;real_analysis-fall90;avi;;
real_analysis(session-10)-course-sharif-alishahi-fall-1390;;;;;;;;10;-;;;real_analysis-fall90;avi;;
real_analysis(session-10)-course-sharifitabar-spring-1392;;;;;;;;10;-;;;real_analysis-spring92;avi;;
real_analysis(session-11)-course-sharif-alishahi-fall-1390;;;;;;;;11;-;;;real_analysis-fall90;avi;;
real_analysis(session-11)-course-sharifitabar-spring-1392;;;;;;;;11;-;;;real_analysis-spring92;avi;;
real_analysis(session-12)-course-sharif-alishahi-fall-1390;;;;;;;;12;-;;;real_analysis-fall90;avi;;
real_analysis(session-12)-course-sharifitabar-spring-1392;;;;;;;;12;-;;;real_analysis-spring92;avi;;
real_analysis(session-13)-course-sharif-alishahi-fall-1390;;;;;;;;13;-;;;real_analysis-fall90;avi;;
real_analysis(session-13)-course-sharifitabar-spring-1392;;;;;;;;13;-;;;real_analysis-spring92;avi;;
real_analysis(session-14)-course-sharifitabar-spring-1392;;;;;;;;14;-;;;real_analysis-spring92;avi;;
real_analysis(session-14-1)-course-sharif-alishahi-fall-1390;;;;;;;;14;1;;;real_analysis-fall90;avi;;
real_analysis(session-15)-course-sharif-alishahi-fall-1390;;;;;;;;15;-;;;real_analysis-fall90;avi;;
real_analysis(session-15)-course-sharifitabar-spring-1392;;;;;;;;15;-;;;real_analysis-spring92;avi;;
real_analysis(session-16)-course-sharif-alishahi-fall-1390;;;;;;;;16;-;;;real_analysis-fall90;avi;;
real_analysis(session-16)-course-sharifitabar-spring-1392;;;;;;;;16;-;;root;real_analysis-spring92;avi;;
real_analysis(session-17)-course-sharif-alishahi-fall-1390;;;;;;;;17;-;;;real_analysis-fall90;avi;;
real_analysis(session-17)-course-sharifitabar-spring-1392;;;;;;;;17;-;;;real_analysis-spring92;avi;;
real_analysis(session-18)-course-sharif-alishahi-fall-1390;;;;;;;;18;-;;;real_analysis-fall90;avi;;
real_analysis(session-18)-course-sharifitabar-spring-1392;;;;;;;;18;-;;;real_analysis-spring92;avi;;
real_analysis(session-19)-course-sharif-alishahi-fall-1390;;;;;;;;19;-;;;real_analysis-fall90;avi;;
real_analysis(session-19)-course-sharifitabar-spring-1392;;;;;;;;19;-;;;real_analysis-spring92;avi;;
real_analysis(session-2)-course-sharif-alishahi-fall-1390;;;;;;;;2;-;;;real_analysis-fall90;avi;;
real_analysis(session-20-1)-course-sharif-alishahi-fall-1390;;;;;;;;20;1;;;real_analysis-fall90;avi;;
statistics(session-10)-course-sharif-alishahi-spring-1387;;;;;;;;10;-;;;statistics-spring87;avi;;
statistics(session-2)-course-sharif-alishahi-spring-1387;;;;;;;;2;-;;;statistics-spring87;avi;;
statistics(session-4)-course-sharif-alishahi-spring-1387;;;;;;;;4;-;;;statistics-spring87;avi;;
complex_functions(session-4-2)-course-sharif-jafari-fall-1390;;;;;;;;4;2;;;complex_functions-fall90;avi;;
complex_functions(session-5-1)-course-sharif-jafari-fall-1390;;;;;;;;5;1;;;complex_functions-fall90;avi;;
complex_functions(session-5-2)-course-sharif-jafari-fall-1390;;;;;;;;5;2;;;complex_functions-fall90;avi;;
complex_functions(session-6-1)-course-sharif-jafari-fall-1390;;;;;;;;6;1;;;complex_functions-fall90;avi;;
complex_functions(session-6-2)-course-sharif-jafari-fall-1390;;;;;;;;6;2;;;complex_functions-fall90;avi;;
complex_functions(session-7-1)-course-sharif-jafari-fall-1390;;;;;;;;7;1;;;complex_functions-fall90;avi;;
complex_functions(session-7-2)-course-sharif-jafari-fall-1390;;;;;;;;7;2;;;complex_functions-fall90;avi;;
complex_functions(session-8-1)-course-sharif-jafari-fall-1390;;;;;;;;8;1;;;complex_functions-fall90;avi;;
complex_functions(session-8-2)-course-sharif-jafari-fall-1390;;;;;;;;8;2;;root;complex_functions-fall90;avi;;
complex_functions(session-9-1)-course-sharif-jafari-fall-1390;;;;;;;;9;1;;;complex_functions-fall90;avi;;
complex_functions(session-9-2)-course-sharif-jafari-fall-1390;;;;;;;;9;2;;;complex_functions-fall90;avi;;
complex_functions(session-13-1)-course-sharif-jafari-fall-1390;;;;;;;;13;1;;;complex_functions-fall90;avi;;
complex_functions(session-13-2)-course-sharif-jafari-fall-1390;;;;;;;;13;2;;;complex_functions-fall90;avi;;
complex_functions(session-14-1)-course-sharif-jafari-fall-1390;;;;;;;;14;1;;;complex_functions-fall90;avi;;
complex_functions(session-14-2)-course-sharif-jafari-fall-1390;;;;;;;;14;2;;;complex_functions-fall90;avi;;
complex_functions(session-15-1)-course-sharif-jafari-fall-1390;;;;;;;;15;1;;;complex_functions-fall90;avi;;
complex_functions(session-15-2)-course-sharif-jafari-fall-1390;;;;;;;;15;2;;;complex_functions-fall90;avi;;
complex_functions(session-16-1)-course-sharif-jafari-fall-1390;;;;;;;;16;1;;;complex_functions-fall90;avi;;
complex_functions(session-16-2)-course-sharif-jafari-fall-1390;;;;;;;;16;2;;;complex_functions-fall90;avi;;
complex_functions(session-17-1)-course-sharif-jafari-fall-1390;;;;;;;;17;1;;;complex_functions-fall90;avi;;
complex_functions(session-18-1)-course-sharif-jafari-fall-1390;;;;;;;;18;1;;;complex_functions-fall90;avi;;
complex_functions(session-18-2)-course-sharif-jafari-fall-1390;;;;;;;;18;2;;;complex_functions-fall90;avi;;
complex_functions(session-19-1)-course-sharif-jafari-fall-1390;;;;;;;;19;1;;;complex_functions-fall90;avi;;
complex_functions(session-19-2)-course-sharif-jafari-fall-1390;;;;;;;;19;2;;;complex_functions-fall90;avi;;
complex_functions(session-2-1)-course-sharif-jafari-fall-1390;;;;;;;;2;1;;;complex_functions-fall90;avi;;
complex_functions(session-2-2)-course-sharif-jafari-fall-1390;;;;;;;;2;2;;;complex_functions-fall90;avi;;
complex_functions(session-20-1)-course-sharif-jafari-fall-1390;;;;;;;;20;1;;;complex_functions-fall90;avi;;
complex_functions(session-20-2)-course-sharif-jafari-fall-1390;;;;;;;;20;2;;;complex_functions-fall90;avi;;
complex_functions(session-21-1)-course-sharif-jafari-fall-1390;;;;;;;;21;1;;root;complex_functions-fall90;avi;;
complex_functions(session-22-1)-course-sharif-jafari-fall-1390;;;;;;;;22;1;;;complex_functions-fall90;avi;;
complex_functions(session-22-2)-course-sharif-jafari-fall-1390;;;;;;;;22;2;;;complex_functions-fall90;avi;;
complex_functions(session-23-1)-course-sharif-jafari-fall-1390;;;;;;;;23;1;;;complex_functions-fall90;avi;;
complex_functions(session-23-2)-course-sharif-jafari-fall-1390;;;;;;;;23;2;;;complex_functions-fall90;avi;;
complex_functions(session-23-3)-course-sharif-jafari-fall-1390;;;;;;;;23;3;;;complex_functions-fall90;avi;;
complex_functions(session-24-1)-course-sharif-jafari-fall-1390;;;;;;;;24;1;;;complex_functions-fall90;avi;;
complex_functions(session-24-2)-course-sharif-jafari-fall-1390;;;;;;;;24;2;;;complex_functions-fall90;avi;;
complex_functions(session-24-3)-course-sharif-jafari-fall-1390;;;;;;;;24;3;;;complex_functions-fall90;avi;;
complex_functions(session-25-1)-course-sharif-jafari-fall-1390;;;;;;;;25;1;;;complex_functions-fall90;avi;;
complex_functions(session-25-2)-course-sharif-jafari-fall-1390;;;;;;;;25;2;;;complex_functions-fall90;avi;;
complex_functions(session-3-1)-course-sharif-jafari-fall-1390;;;;;;;;3;1;;;complex_functions-fall90;avi;;
complex_functions(session-3-2)-course-sharif-jafari-fall-1390;;;;;;;;3;2;;;complex_functions-fall90;avi;;
combinatorics_and_applications(session-18-1)-course-sharif-jafari-fall-1391;;;;;;;;18;1;;;combinatorics_and_applications-fall91;avi;;
combinatorics_and_applications(session-3-2)-course-sharif-jafari-fall-1391;;;;;;;;3;2;;;combinatorics_and_applications-fall91;avi;;
combinatorics_and_applications(session-6-2)-course-sharif-jafari-fall-1391;;;;;;;;6;2;;;combinatorics_and_applications-fall91;avi;;
combinatorics_and_applications(session-9-1)-course-sharif-jafari-fall-1391;;;;;;;;9;1;;;combinatorics_and_applications-fall91;avi;;
complex_functions(session-12-2)-course-sharif-jafari-fall-1390;;;;;;;;12;2;;;complex_functions-fall90;avi;;
